TIPO_ENTE,COD,DENOMINAZIONE,COMUNE,PROVINCIA,REGIONE
Unione di comuni,294,Unione Comuni del Villanova,Padria,Sassari,Sardegna
Unione di comuni,294,Unione Comuni del Villanova,Romana,Sassari,Sardegna
Unione di comuni,294,Unione Comuni del Villanova,Villanova Monteleone,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Aggius,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Aglientu,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Badesi,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Bortigiadas,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Calangianus,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Luogosanto,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Luras,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Santa Teresa Gallura,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Tempio Pausania,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Trinità d'Agultu e Vignola,Sassari,Sardegna
Unione di comuni,295,Unione di Comuni Alta Gallura,Viddalba,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Bulzi,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Chiaramonti,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Erula,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Laerru,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Martis,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Nulvi,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Osilo,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Perfugas,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Santa Maria Coghinas,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Sedini,Sassari,Sardegna
Unione di comuni,296,Unione di Comuni Anglona e Bassa Valle del Coghinas,Tergu,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Cargeghe,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Codrongianos,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Florinas,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Ittiri,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Muros,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Olmedo,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Ossi,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Ploaghe,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Putifigari,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Tissi,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Uri,Sassari,Sardegna
Unione di comuni,297,Unione dei Comuni del Coros,Us,Sassari,Sardegna
Unione di comuni,298,Unione di Comuni Riviera di Gallura,Budoni,Sassari,Sardegna
Unione di comuni,298,Unione di Comuni Riviera di Gallura,Golfo Aranci,Sassari,Sardegna
Unione di comuni,298,Unione di Comuni Riviera di Gallura,Loiri Porto San Paolo,Sassari,Sardegna
Unione di comuni,298,Unione di Comuni Riviera di Gallura,San Teodoro,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Ardara,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Ittireddu,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Mores,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Nughedu San Nicolò,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Ozieri,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Pattada,Sassari,Sardegna
Unione di comuni,299,Unione di Comuni del Logudoro,Tula,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Banari,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Bessude,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Bonnanaro,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Bonorva,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Borutta,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Cheremule,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Cossoine,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Giave,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Pozzomaggiore,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Semestene,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Siligo,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Thiesi,Sassari,Sardegna
Unione di comuni,300,Unione di Comuni Meilogu,Torralba,Sassari,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Barumini,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Collinas,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Furtei,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Genuri,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Gesturi,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Las Plassas,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Lunamatrona,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Pauli Arbarei,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,S,Sud Sardegna,Sardegna
Unione di comuni,301,Unione Comuni Marmilla,Sanluri,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,Monastir,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,Nuraminis,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,Samatzai,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,San Sperate,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,Ussana,Sud Sardegna,Sardegna
Unione di comuni,302,Unione di Comuni Basso Campidano,Villasor,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Armungia,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Ballao,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Escalaplano,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Goni,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,San Basilio,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,San Nicolò Gerrei,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Sant'Andrea Frius,Sud Sardegna,Sardegna
Unione di comuni,303,Unione di Comuni del Gerrei,Silius,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Barrali,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Dolianova,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Donori,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Serdiana,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Settimo San Pietro,Sud Sardegna,Sardegna
Unione di comuni,304,Unione dei Comuni del Parteolla e del Basso Campidano,Soleminis,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Carbonia,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Giba,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Masainas,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Nuxis,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Perdaxius,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Piscinas,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Portoscuso,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,San Giovanni Suergiu,Sud Sardegna,Sardegna
Unione di comuni,305,Unione dei Comuni del Sulcis,Sant,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Gesico,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Guamaggiore,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Guasila,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Ortacesus,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Pimentel,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Selegas,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Senorbì,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Siurgus Donigala,Sud Sardegna,Sardegna
Unione di comuni,306,Unione dei Comuni della Trexenta,Suelli,Sud Sardegna,Sardegna
Unione di comuni,307,Unione dei Comuni di Nora e Bithia,Domus de Maria,Sud Sardegna,Sardegna
Unione di comuni,307,Unione dei Comuni di Nora e Bithia,Pula,Sud Sardegna,Sardegna
Unione di comuni,307,Unione dei Comuni di Nora e Bithia,Sarroch,Sud Sardegna,Sardegna
Unione di comuni,307,Unione dei Comuni di Nora e Bithia,Teulada,Sud Sardegna,Sardegna
Unione di comuni,307,Unione dei Comuni di Nora e Bithia,Villa San Pietro,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Buggerru,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Domusnovas,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Fluminimaggiore,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Gonnesa,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Musei,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Narcao,Sud Sardegna,Sardegna
Unione di comuni,308,Unione di Comuni Metalla e il Mare,Villamassargia,Sud Sardegna,Sardegna
Unione di comuni,309,Unione di Comuni Monte Linas - Dune di Piscinas,Arbus,Sud Sardegna,Sardegna
Unione di comuni,309,Unione di Comuni Monte Linas - Dune di Piscinas,Gonnosfanadiga,Sud Sardegna,Sardegna
Unione di comuni,309,Unione di Comuni Monte Linas - Dune di Piscinas,Guspini,Sud Sardegna,Sardegna
Unione di comuni,309,Unione di Comuni Monte Linas - Dune di Piscinas,Villacidro,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,Pabillonis,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,Samassi,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,San Gavino Monreale,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,Sardara,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,Serramanna,Sud Sardegna,Sardegna
Unione di comuni,310,Unione di Comuni Terre del Campidano,Serrenti,Sud Sardegna,Sardegna
Unione di comuni,311,Unione di Comuni Arcipelago del Sulcis,Calasetta,Sud Sardegna,Sardegna
Unione di comuni,311,Unione di Comuni Arcipelago del Sulcis,Carloforte,Sud Sardegna,Sardegna
Unione di comuni,311,Unione di Comuni Arcipelago del Sulcis,Sant'Antioco,Sud Sardegna,Sardegna
Unione di comuni,312,Unione di Comuni del Sarrabus,Castiadas,Sud Sardegna,Sardegna
Unione di comuni,312,Unione di Comuni del Sarrabus,Muravera,Sud Sardegna,Sardegna
Unione di comuni,312,Unione di Comuni del Sarrabus,San Vito,Sud Sardegna,Sardegna
Unione di comuni,312,Unione di Comuni del Sarrabus,Villaputzu,Sud Sardegna,Sardegna
Unione di comuni,312,Unione di Comuni del Sarrabus,Villasimius,Sud Sardegna,Sardegna
Unione di comuni,313,Unione di Comuni I Nuraghi di Monte Idda e Fanaris,Decimoputzu,Sud Sardegna,Sardegna
Unione di comuni,313,Unione di Comuni I Nuraghi di Monte Idda e Fanaris,Siliqua,Sud Sardegna,Sardegna
Unione di comuni,313,Unione di Comuni I Nuraghi di Monte Idda e Fanaris,Vallermosa,Sud Sardegna,Sardegna
Unione di comuni,313,Unione di Comuni I Nuraghi di Monte Idda e Fanaris,Villaspeciosa,Sud Sardegna,Sardegna
Unione di comuni,314,Unione Comuni Alto Verdura e Gebbia,Burgio,Agrigento,Sicilia
Unione di comuni,314,Unione Comuni Alto Verdura e Gebbia,Calamonaci,Agrigento,Sicilia
Unione di comuni,314,Unione Comuni Alto Verdura e Gebbia,Lucca Sicula,Agrigento,Sicilia
Unione di comuni,314,Unione Comuni Alto Verdura e Gebbia,Villafranca Sicula,Agrigento,Sicilia
Unione di comuni,315,Unione dei Comuni Platani Quisquina Magazzolo,Bivona,Agrigento,Sicilia
Unione di comuni,315,Unione dei Comuni Platani Quisquina Magazzolo,Cianciana,Agrigento,Sicilia
Unione di comuni,315,Unione dei Comuni Platani Quisquina Magazzolo,San Biagio Platani,Agrigento,Sicilia
Unione di comuni,315,Unione dei Comuni Platani Quisquina Magazzolo,Santo Stefano Quisquina,Agrigento,Sicilia
Unione di comuni,316,Unione dei Comuni Terre Sicane,Caltabellotta,Agrigento,Sicilia
Unione di comuni,316,Unione dei Comuni Terre Sicane,Menfi,Agrigento,Sicilia
Unione di comuni,316,Unione dei Comuni Terre Sicane,Montevago,Agrigento,Sicilia
Unione di comuni,316,Unione dei Comuni Terre Sicane,Sambuca di Sicilia,Agrigento,Sicilia
Unione di comuni,316,Unione dei Comuni Terre Sicane,Santa Margherita di Belice,Agrigento,Sicilia
Unione di comuni,317,Unione di Comuni Bovo Marina - Eraclea Minoa - Torre Salsa,Cattolica Eraclea,Agrigento,Sicilia
Unione di comuni,317,Unione di Comuni Bovo Marina - Eraclea Minoa - Torre Salsa,Montallegro,Agrigento,Sicilia
Unione di comuni,317,Unione di Comuni Bovo Marina - Eraclea Minoa - Torre Salsa,Siculiana,Agrigento,Sicilia
Unione di comuni,318,Unione di Comuni Vigata-Scala dei Turchi,Porto Empedocle,Agrigento,Sicilia
Unione di comuni,318,Unione di Comuni Vigata-Scala dei Turchi,Realmonte,Agrigento,Sicilia
Unione di comuni,319,Unione dei Comuni Terre di Collina,Bompensiere,Caltanisetta,Sicilia
Unione di comuni,319,Unione dei Comuni Terre di Collina,Delia,Caltanisetta,Sicilia
Unione di comuni,319,Unione dei Comuni Terre di Collina,Milena,Caltanisetta,Sicilia
Unione di comuni,319,Unione dei Comuni Terre di Collina,Montedoro,Caltanisetta,Sicilia
Unione di comuni,319,Unione dei Comuni Terre di Collina,Serradifalco,Caltanisetta,Sicilia
Unione di comuni,320,Unione Comuni Nebrodi-Etna,Cesarò,Catania,Sicilia
Unione di comuni,320,Unione Comuni Nebrodi-Etna,Maletto,Catania,Sicilia
Unione di comuni,320,Unione Comuni Nebrodi-Etna,Maniace,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Caltagirone,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Grammichele,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Licodia Eubea,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Mazzarrone,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Mineo,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,Mirabella Imbaccari,Catania,Sicilia
Unione di comuni,321,Unione Comuni del Calatino,San,Catania,Sicilia
Unione di comuni,322,Unione Comuni Alto Alcantara,Malvagna,Messina,Sicilia
Unione di comuni,322,Unione Comuni Alto Alcantara,Moio Alcantara,Messina,Sicilia
Unione di comuni,322,Unione Comuni Alto Alcantara,Roccella Valdemone,Messina,Sicilia
Unione di comuni,322,Unione Comuni Alto Alcantara,Santa Domenica Vittoria,Messina,Sicilia
Unione di comuni,323,Unione Comuni Trinacria del Tirreno,Gualtieri Sicaminò,Messina,Sicilia
Unione di comuni,323,Unione Comuni Trinacria del Tirreno,Pace del Mela,Messina,Sicilia
Unione di comuni,323,Unione Comuni Trinacria del Tirreno,San Pier Niceto,Messina,Sicilia
Unione di comuni,323,Unione Comuni Trinacria del Tirreno,Venetico,Messina,Sicilia
Unione di comuni,324,Unione Comuni Valle del Patrì,Castroreale,Messina,Sicilia
Unione di comuni,324,Unione Comuni Valle del Patrì,Fondachelli-Fantina,Messina,Sicilia
Unione di comuni,324,Unione Comuni Valle del Patrì,Rodì Milici,Messina,Sicilia
Unione di comuni,324,Unione Comuni Valle del Patrì,Terme Vigliatore,Messina,Sicilia
Unione di comuni,325,Unione dei Comuni Valle del Nisi – Area delle Terme,Alì Terme,Messina,Sicilia
Unione di comuni,325,Unione dei Comuni Valle del Nisi – Area delle Terme,Fiumedinisi,Messina,Sicilia
Unione di comuni,325,Unione dei Comuni Valle del Nisi – Area delle Terme,Nizza di Sicilia,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Castelmola,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Gallodoro,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Giardini-Naxos,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Letojanni,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Mongiuffi Melia,Messina,Sicilia
Unione di comuni,326,Unione dei Comuni comprensorio di Naxos e Taormina,Taormina,Messina,Sicilia
Unione di comuni,327,Unione dei Comuni Costa Alesina,Castel di Lucio,Messina,Sicilia
Unione di comuni,327,Unione dei Comuni Costa Alesina,Motta d'Affermo,Messina,Sicilia
Unione di comuni,327,Unione dei Comuni Costa Alesina,Pettineo,Messina,Sicilia
Unione di comuni,327,Unione dei Comuni Costa Alesina,Tusa,Messina,Sicilia
Unione di comuni,328,Unione dei Comuni dei Nebrodi,Frazzanò,Messina,Sicilia
Unione di comuni,328,Unione dei Comuni dei Nebrodi,Longi,Messina,Sicilia
Unione di comuni,328,Unione dei Comuni dei Nebrodi,Mirto,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Antillo,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Casalvecchio Siculo,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Forza d'Agrò,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Furci Siculo,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Limina,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Mandanici,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Pagliara,Messina,Sicilia
Unione di comuni,329,Unione dei Comuni delle Valli Joniche dei Peloritani,Roccafi,Messina,Sicilia
Unione di comuni,330,Unione dei Comuni Paesi dei Nebrodi,Capri Leone,Messina,Sicilia
Unione di comuni,330,Unione dei Comuni Paesi dei Nebrodi,San Marco d'Alunzio,Messina,Sicilia
Unione di comuni,330,Unione dei Comuni Paesi dei Nebrodi,San Salvatore di Fitalia,Messina,Sicilia
Unione di comuni,331,Unione dei Comuni Terra dei Lancia,Brolo,Messina,Sicilia
Unione di comuni,331,Unione dei Comuni Terra dei Lancia,Ficarra,Messina,Sicilia
Unione di comuni,332,Unione dei Comuni Valle del Tirreno,Condrò,Messina,Sicilia
Unione di comuni,332,Unione dei Comuni Valle del Tirreno,Monforte San Giorgio,Messina,Sicilia
Unione di comuni,332,Unione dei Comuni Valle del Tirreno,Roccavaldina,Messina,Sicilia
Unione di comuni,332,Unione dei Comuni Valle del Tirreno,Torregrotta,Messina,Sicilia
Unione di comuni,332,Unione dei Comuni Valle del Tirreno,Valdina,Messina,Sicilia
Unione di comuni,333,Unione dei Comuni Valle di Monte Scuderi,Itala,Messina,Sicilia
Unione di comuni,333,Unione dei Comuni Valle di Monte Scuderi,Scaletta Zanclea,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,Capo d'Orlando,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,Caronia,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,San Fratello,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,Sant'Agata di Militello,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,Santo Stefano di Camastra,Messina,Sicilia
Unione di comuni,334,Unione dei Nebrodi,T,Messina,Sicilia
Unione di comuni,335,Unione dei Comuni Della Rocca e dei Vivai,Mazzarrà Sant'Andrea,Messina,Sicilia
Unione di comuni,335,Unione dei Comuni Della Rocca e dei Vivai,Novara di Sicilia,Messina,Sicilia
Unione di comuni,336,Unione dei Comuni Valli dei Nebrodi,Castell'Umberto,Messina,Sicilia
Unione di comuni,336,Unione dei Comuni Valli dei Nebrodi,Galati Mamertino,Messina,Sicilia
Unione di comuni,336,Unione dei Comuni Valli dei Nebrodi,Tortorici,Messina,Sicilia
Unione di comuni,337,Unione dei Comuni Via Regia dell'Alcantara,Francavilla di Sicilia,Messina,Sicilia
Unione di comuni,337,Unione dei Comuni Via Regia dell'Alcantara,Gaggi,Messina,Sicilia
Unione di comuni,337,Unione dei Comuni Via Regia dell'Alcantara,Graniti,Messina,Sicilia
Unione di comuni,337,Unione dei Comuni Via Regia dell'Alcantara,Motta Camastra,Messina,Sicilia
Unione di comuni,338,Unione dei Comuni Corvo Eleuterio,Casteldaccia,Palermo,Sicilia
Unione di comuni,338,Unione dei Comuni Corvo Eleuterio,Ficarazzi,Palermo,Sicilia
Unione di comuni,339,Unione dei Comuni del Corleonese,Campofiorito,Palermo,Sicilia
Unione di comuni,339,Unione dei Comuni del Corleonese,Contessa Entellina,Palermo,Sicilia
Unione di comuni,339,Unione dei Comuni del Corleonese,Corleone,Palermo,Sicilia
Unione di comuni,339,Unione dei Comuni del Corleonese,Roccamena,Palermo,Sicilia
Unione di comuni,340,Unione dei Comuni Besa -Lidhja e BashKivet,Piana degli Albanesi,Palermo,Sicilia
Unione di comuni,340,Unione dei Comuni Besa -Lidhja e BashKivet,Santa Cristina Gela,Palermo,Sicilia
Unione di comuni,341,Unione dei Comuni Pizzo Marabito,Baucina,Palermo,Sicilia
Unione di comuni,341,Unione dei Comuni Pizzo Marabito,Campofelice di Fitalia,Palermo,Sicilia
Unione di comuni,341,Unione dei Comuni Pizzo Marabito,Ciminna,Palermo,Sicilia
Unione di comuni,341,Unione dei Comuni Pizzo Marabito,Mezzojuso,Palermo,Sicilia
Unione di comuni,342,Unione dei Comuni Valle del Torto e dei Feudi,Castronovo di Sicilia,Palermo,Sicilia
Unione di comuni,342,Unione dei Comuni Valle del Torto e dei Feudi,Lercara Friddi,Palermo,Sicilia
Unione di comuni,342,Unione dei Comuni Valle del Torto e dei Feudi,Roccapalumba,Palermo,Sicilia
Unione di comuni,342,Unione dei Comuni Valle del Torto e dei Feudi,Vicari,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Alia,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Alimena,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Aliminusa,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Blufi,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Bompietro,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Caccamo,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Caltavuturo,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Castelbuono,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Castellana Sicula,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Collesano,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Gangi,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Geraci Siculo,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Gratteri,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Isnello,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Montemaggiore Belsito,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Petralia Soprana,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Petralia Sottana,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Polizzi Generosa,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Pollina,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Resuttano,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,San Mauro Castelverde,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Scillato,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Sclafani Bagni,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Valledolmo,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Vallelunga Pratameno,Palermo,Sicilia
Unione di comuni,343,Unione Madonie,Villalba,Palermo,Sicilia
Unione di comuni,344,Unione Valle del Sosio,Bisacquino,Palermo,Sicilia
Unione di comuni,344,Unione Valle del Sosio,Chiusa Sclafani,Palermo,Sicilia
Unione di comuni,344,Unione Valle del Sosio,Giuliana,Palermo,Sicilia
Unione di comuni,344,Unione Valle del Sosio,Palazzo Adriano,Palermo,Sicilia
Unione di comuni,344,Unione Valle del Sosio,Prizzi,Palermo,Sicilia
Unione di comuni,345,Unione dei Comuni Ibleide,Chiaramonte Gulfi,Ragusa,Sicilia
Unione di comuni,345,Unione dei Comuni Ibleide,Giarratana,Ragusa,Sicilia
Unione di comuni,345,Unione dei Comuni Ibleide,Monterosso Almo,Ragusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Buccheri,Siracusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Buscemi,Siracusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Canicattini Bagni,Siracusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Cassaro,Siracusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Ferla,Siracusa,Sicilia
Unione di comuni,346,Unione dei Comuni Valle degli Iblei,Palazzolo Acreide,Siracusa,Sicilia
Unione di comuni,347,Unione Terra delle Acque,Francofonte,Siracusa,Sicilia
Unione di comuni,347,Unione Terra delle Acque,Licodia Eubea,Siracusa,Sicilia
Unione di comuni,348,Unione dei Comuni Elimo Ericini,Buseto Palizzolo,Trapani,Sicilia
Unione di comuni,348,Unione dei Comuni Elimo Ericini,Custonaci,Trapani,Sicilia
